epoch,loss
1,1.1061619207972573
2,0.4816623202392033
3,0.40158397810799734
4,0.36217742164929706
5,0.33473065353575204
6,0.3120244358267103
7,0.2971953409058707
8,0.2823369417871748
9,0.27089348222528187
10,0.2669979475793384
11,0.251617296111016
12,0.2385542598508653
13,0.22894749896866934
14,0.22934324755555108
15,0.21366075036071597
16,0.2046715517838796
17,0.1993627973965236
18,0.1932347154333478
19,0.18494309059211186
20,0.17190571129322052
21,0.16554424166679382
22,0.1661900913431531
23,0.1563719922587985
24,0.14794648403213137
25,0.1484960118929545
26,0.134122252819084
27,0.12805080662171045
28,0.12031358480453491
29,0.11939731311230432
30,0.11531669681980497
31,0.11288318463734218
32,0.10010949735130582
33,0.09476180374622345
34,0.08729249026094164
35,0.08083573161136537
36,0.07771379500627518
37,0.07670671226722854
38,0.07134900117913882
39,0.06482403530251413
40,0.06025859287806919
41,0.059088227294740225
42,0.053608408641247524
43,0.047467119104805444
44,0.04344779164308593
45,0.03956933355047589
46,0.03755235201900914
47,0.03497625186684586
48,0.03302723133847827
49,0.03383185625785873
50,0.03207062566209407
51,0.029037177562713623
52,0.030093882853786152
53,0.024940268358304388
54,0.02260801595236574
55,0.021487018625651087
56,0.01966140348286856
57,0.017729892617180235
58,0.01736733370593616
59,0.015644308445709094
60,0.014004319507096494
61,0.01287817901798657
62,0.012778775899537973
63,0.012361235384430205
64,0.011574794893108663
65,0.011117524467408657
66,0.01169518789365178
67,0.011284180118569307
68,0.011326123782921405
69,0.01104351913645154
70,0.010851009083645684
71,0.011651254702536832
72,0.013727020915775072
73,0.011796653137675353
74,0.010717256349467096
75,0.01004089814211641
76,0.009924715118748801
77,0.009812040919704097
78,0.008844749735934394
79,0.008001989197163354
80,0.007461606214443843
81,0.007288099665726934
82,0.006896952344548134
83,0.006765029703577359
84,0.006586345245263406
85,0.006528176034667662
86,0.006413567500809829
87,0.006271071998136384
88,0.006209720635697955
89,0.006343248255905651
90,0.006292528029353846
91,0.006258208482038407
92,0.006511549709276075
93,0.007178970213447299
94,0.008245925618601697
95,0.009663762325154883
96,0.015133308645870005
97,0.06778238607304436
98,0.06534027609796751
99,0.03266856491210915
100,0.016538498080557303
101,0.01059424965864136
102,0.007970688421101798
103,0.006893373271893887
104,0.006480575849612554
105,0.006275454580429054
106,0.006176735784503676
107,0.006108412740840798
108,0.005982026856924806
109,0.005917698854491824
110,0.005886992639196771
111,0.005819462417137055
112,0.005794031057684194
113,0.005729148097868476
114,0.005692825563961551
115,0.005631652682842244
116,0.005626137656647535
117,0.00558051411505966
118,0.005505616843168225
119,0.005492644916687693
120,0.005426454224756786
121,0.005422866326712426
122,0.005389664056045669
123,0.0053270019679552034
124,0.005272395398822569
125,0.005272535651567436
126,0.005276471709034273
127,0.005332507525703737
128,0.0054280854584205715
129,0.005422100823904786
130,0.00543174719704049
131,0.005377322679296846
132,0.005743025624681087
133,0.006073607952289638
134,0.005715440692646163
135,0.005474111087442864
136,0.005644756457990124
137,0.005331436859532481
138,0.005143467359067429
139,0.005095173316519885
140,0.004968602188108932
141,0.004960003353300549
142,0.00495538634381124
143,0.004948241148321401
144,0.004951605639819588
145,0.004887329192743415
146,0.004898201031166883
147,0.00489808725459235
148,0.004826708718956936
149,0.004832465157267593
150,0.004714635400367635
151,0.004723403159351576
152,0.004786007549791109
153,0.007755472480009
154,0.009163841050827787
155,0.016264624006691434
156,0.03132751051868711
157,0.03088366710359142
158,0.02229640641737552
159,0.01215755855221124
160,0.008162479204613538
161,0.0062521084078720635
162,0.005364980437748489
163,0.005044677893498114
164,0.0049612221441098624
165,0.00486430876134407
166,0.004854931983919371
167,0.004760706819416512
168,0.004743109457194805
169,0.004755781076493717
170,0.004698789301550104
171,0.004670240140209596
172,0.004686618911191111
173,0.0046714466907793566
174,0.004587024938137759
175,0.004539103679625052
176,0.004599556193820068
177,0.004474474671518519
178,0.004490502910422427
179,0.004470633431559517
180,0.004428687682818799
181,0.004415206744202546
182,0.0044357444691870895
183,0.004369631210075957
184,0.004354197221497695
185,0.004364833047258712
186,0.004315897633898116
187,0.004416091811089288
188,0.004344373708590865
189,0.0042672184340301015
190,0.004239389539829322
191,0.004192459995725325
192,0.004190507910347411
193,0.004155955066727031
194,0.00414403226403963
195,0.004144863402914433
196,0.004265467336933527
197,0.004193367558487114
198,0.004123135126151499
199,0.004115058985050945
200,0.004137095718068026
